"station"	"season"	"duration_mean"	"num_rentals"	"id"	"lat"	"long"	"no_bikes"	"no_empty_docks"	"atm"	"bank"	"bar"	"bench"	"bicycle_parking"	"bicycle_rental"	"cafe"	"doctors"	"drinking_water"	"embassy"	"fast_food"	"fountain"	"fuel"	"kindergarten"	"nightclub"	"parking"	"parking_entrance"	"pharmacy"	"place_of_worship"	"police"	"post_box"	"post_office"	"pub"	"recycling"	"restaurant"	"school"	"theatre"	"waste_basket"	"artwork_type_statue"	"diplomatic_embassy"	"emergency_fire_hydrant"	"bus_stop"	"crossing"	"motorway_junction"	"stop"	"traffic_signals"	"turning_circle"	"historic_memorial"	"historic_monument"	"leisure_park"	"leisure_sports_centre"	"office_government"	"outdoor_seating"	"parking_underground"	"railway_level_crossing"	"railway_station"	"railway_subway_entrance"	"shop_alcohol"	"shop_art"	"shop_bakery"	"shop_beauty"	"shop_books"	"shop_clothes"	"shop_convenience"	"shop_dry_cleaning"	"shop_electronics"	"shop_gift"	"shop_hairdresser"	"shop_mobile_phone"	"shop_shoes"	"shop_stationery"	"shop_supermarket"	"station_subway"	"tourism_artwork"	"tourism_hotel"	"tourism_information"	"tourism_museum"
"20th & O St NW / Dupont South"	"Spring"	14.8898609592251	6401	"107"	38.908905	-77.04478	9	9	0	3	2	0	1	2	6	0	2	0	7	0	0	0	0	1	0	1	1	0	1	0	3	0	17	0	0	0	1	0	0	4	40	0	0	36	0	0	0	0	0	0	0	0	0	3	3	1	1	1	0	3	0	1	0	0	0	2	1	0	0	0	3	1	5	0	0
"20th & O St NW / Dupont South"	"Summer"	14.6736713665944	7376	"107"	38.908905	-77.04478	9	9	0	3	2	0	1	2	6	0	2	0	7	0	0	0	0	1	0	1	1	0	1	0	3	0	17	0	0	0	1	0	0	4	40	0	0	36	0	0	0	0	0	0	0	0	0	3	3	1	1	1	0	3	0	1	0	0	0	2	1	0	0	0	3	1	5	0	0
"20th & O St NW / Dupont South"	"Winter"	12.05	2740	"107"	38.908905	-77.04478	9	9	0	3	2	0	1	2	6	0	2	0	7	0	0	0	0	1	0	1	1	0	1	0	3	0	17	0	0	0	1	0	0	4	40	0	0	36	0	0	0	0	0	0	0	0	0	3	3	1	1	1	0	3	0	1	0	0	0	2	1	0	0	0	3	1	5	0	0
"20th & O St NW / Dupont South"	"Autumn"	13.3414634146341	5125	"107"	38.908905	-77.04478	9	9	0	3	2	0	1	2	6	0	2	0	7	0	0	0	0	1	0	1	1	0	1	0	3	0	17	0	0	0	1	0	0	4	40	0	0	36	0	0	0	0	0	0	0	0	0	3	3	1	1	1	0	3	0	1	0	0	0	2	1	0	0	0	3	1	5	0	0
"20th St & Florida Ave NW"	"Winter"	10.2946091644205	3710	"46"	38.9154	-77.0446	0	15	1	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	2	1	0	8	1	0	0	1	0	0	1	9	0	4	27	0	0	0	1	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	0	0
"20th St & Florida Ave NW"	"Autumn"	12.1061615997399	6151	"46"	38.9154	-77.0446	0	15	1	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	2	1	0	8	1	0	0	1	0	0	1	9	0	4	27	0	0	0	1	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	0	0
"20th St & Florida Ave NW"	"Summer"	13.4265725288832	7790	"46"	38.9154	-77.0446	0	15	1	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	2	1	0	8	1	0	0	1	0	0	1	9	0	4	27	0	0	0	1	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	0	0
"20th St & Florida Ave NW"	"Spring"	14.021941041863	7429	"46"	38.9154	-77.0446	0	15	1	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	2	1	0	8	1	0	0	1	0	0	1	9	0	4	27	0	0	0	1	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	0	0
"20th St & Virginia Ave NW"	"Winter"	17.0175438596491	741	"206"	38.894722	-77.045128	8	6	0	1	0	0	3	4	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1	18	0	0	35	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1
"20th St & Virginia Ave NW"	"Autumn"	23.6805778491172	1246	"206"	38.894722	-77.045128	8	6	0	1	0	0	3	4	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1	18	0	0	35	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1
"20th St & Virginia Ave NW"	"Spring"	27.8018923713779	1691	"206"	38.894722	-77.045128	8	6	0	1	0	0	3	4	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1	18	0	0	35	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1
"20th St & Virginia Ave NW"	"Summer"	25.7855183763028	1823	"206"	38.894722	-77.045128	8	6	0	1	0	0	3	4	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1	18	0	0	35	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1
"21st & I St NW"	"Summer"	20.7983853834714	4707	"27"	38.9008	-77.047	35	0	1	4	0	0	1	3	7	0	0	0	3	0	0	0	0	8	3	1	2	1	2	1	1	2	5	0	0	2	2	0	0	4	8	0	1	49	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	3	2	1	0	0
"21st & I St NW"	"Winter"	14.7047913446677	1941	"27"	38.9008	-77.047	35	0	1	4	0	0	1	3	7	0	0	0	3	0	0	0	0	8	3	1	2	1	2	1	1	2	5	0	0	2	2	0	0	4	8	0	1	49	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	3	2	1	0	0
"21st & I St NW"	"Spring"	19.9131430951885	4801	"27"	38.9008	-77.047	35	0	1	4	0	0	1	3	7	0	0	0	3	0	0	0	0	8	3	1	2	1	2	1	1	2	5	0	0	2	2	0	0	4	8	0	1	49	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	3	2	1	0	0
"21st & I St NW"	"Autumn"	15.5654853620955	3894	"27"	38.9008	-77.047	35	0	1	4	0	0	1	3	7	0	0	0	3	0	0	0	0	8	3	1	2	1	2	1	1	2	5	0	0	2	2	0	0	4	8	0	1	49	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	3	2	1	0	0
"21st & M St NW"	"Spring"	14.9884207589286	7168	"53"	38.90534	-77.046774	0	18	0	2	0	0	1	2	7	0	1	0	1	0	1	1	0	4	0	2	0	0	1	3	0	0	11	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
"21st & M St NW"	"Winter"	10.7652199242645	3433	"53"	38.90534	-77.046774	0	18	0	2	0	0	1	2	7	0	1	0	1	0	1	1	0	4	0	2	0	0	1	3	0	0	11	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
"21st & M St NW"	"Autumn"	14.4174252275683	6152	"53"	38.90534	-77.046774	0	18	0	2	0	0	1	2	7	0	1	0	1	0	1	1	0	4	0	2	0	0	1	3	0	0	11	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
"21st & M St NW"	"Summer"	17.3077939233818	8327	"53"	38.90534	-77.046774	0	18	0	2	0	0	1	2	7	0	1	0	1	0	1	1	0	4	0	2	0	0	1	3	0	0	11	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
"21st St & Constitution Ave NW"	"Autumn"	32.2309523809524	2520	"133"	38.892459	-77.046567	10	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	17	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"21st St & Constitution Ave NW"	"Summer"	32.1249284760633	5243	"133"	38.892459	-77.046567	10	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	17	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"21st St & Constitution Ave NW"	"Winter"	27.6356073211314	1202	"133"	38.892459	-77.046567	10	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	17	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"21st St & Constitution Ave NW"	"Spring"	32.1966205837174	4557	"133"	38.892459	-77.046567	10	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	17	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"21st St & Pennsylvania Ave NW"	"Summer"	18.2397484964461	3658	"187"	38.901539	-77.046564	11	7	2	5	1	0	1	2	9	0	0	0	5	0	0	0	0	9	2	2	2	1	2	1	1	0	11	1	0	0	0	0	0	5	6	0	1	52	0	0	0	0	1	0	0	1	0	3	0	1	2	0	0	0	1	0	2	0	0	5	0	0	1	0	3	0	1	0	0
"21st St & Pennsylvania Ave NW"	"Autumn"	14.2619856549641	2649	"187"	38.901539	-77.046564	11	7	2	5	1	0	1	2	9	0	0	0	5	0	0	0	0	9	2	2	2	1	2	1	1	0	11	1	0	0	0	0	0	5	6	0	1	52	0	0	0	0	1	0	0	1	0	3	0	1	2	0	0	0	1	0	2	0	0	5	0	0	1	0	3	0	1	0	0
"21st St & Pennsylvania Ave NW"	"Winter"	12.7109634551495	1505	"187"	38.901539	-77.046564	11	7	2	5	1	0	1	2	9	0	0	0	5	0	0	0	0	9	2	2	2	1	2	1	1	0	11	1	0	0	0	0	0	5	6	0	1	52	0	0	0	0	1	0	0	1	0	3	0	1	2	0	0	0	1	0	2	0	0	5	0	0	1	0	3	0	1	0	0
"21st St & Pennsylvania Ave NW"	"Spring"	16.8165500456343	3287	"187"	38.901539	-77.046564	11	7	2	5	1	0	1	2	9	0	0	0	5	0	0	0	0	9	2	2	2	1	2	1	1	0	11	1	0	0	0	0	0	5	6	0	1	52	0	0	0	0	1	0	0	1	0	3	0	1	2	0	0	0	1	0	2	0	0	5	0	0	1	0	3	0	1	0	0
"22nd & I St NW / Foggy Bottom"	"Autumn"	17.572363356428	5196	"200"	38.90088	-77.048911	11	2	1	2	0	0	0	2	4	0	0	0	0	0	0	0	0	5	2	0	1	1	2	0	0	2	8	1	0	2	1	0	0	8	7	0	1	51	0	0	5	0	0	0	0	1	0	4	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	4	1	0	0	0
"22nd & I St NW / Foggy Bottom"	"Winter"	12.6609056342897	2893	"200"	38.90088	-77.048911	11	2	1	2	0	0	0	2	4	0	0	0	0	0	0	0	0	5	2	0	1	1	2	0	0	2	8	1	0	2	1	0	0	8	7	0	1	51	0	0	5	0	0	0	0	1	0	4	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	4	1	0	0	0
"22nd & I St NW / Foggy Bottom"	"Summer"	19.6347163865546	7616	"200"	38.90088	-77.048911	11	2	1	2	0	0	0	2	4	0	0	0	0	0	0	0	0	5	2	0	1	1	2	0	0	2	8	1	0	2	1	0	0	8	7	0	1	51	0	0	5	0	0	0	0	1	0	4	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	4	1	0	0	0
"22nd & I St NW / Foggy Bottom"	"Spring"	19.0118308192842	6762	"200"	38.90088	-77.048911	11	2	1	2	0	0	0	2	4	0	0	0	0	0	0	0	0	5	2	0	1	1	2	0	0	2	8	1	0	2	1	0	0	8	7	0	1	51	0	0	5	0	0	0	0	1	0	4	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	4	1	0	0	0
"23rd & Crystal Dr"	"Spring"	17.7984817115252	1449	"12"	38.8533	-77.0498	15	2	0	1	0	0	0	2	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"23rd & Crystal Dr"	"Autumn"	12.7470817120623	1028	"12"	38.8533	-77.0498	15	2	0	1	0	0	0	2	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"23rd & Crystal Dr"	"Winter"	11.1764705882353	527	"12"	38.8533	-77.0498	15	2	0	1	0	0	0	2	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"23rd & Crystal Dr"	"Summer"	19.1943793911007	1708	"12"	38.8533	-77.0498	15	2	0	1	0	0	0	2	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"23rd & Eads St"	"Winter"	25.5359477124183	306	"48"	38.853531	-77.053509	8	7	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	9	0	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"23rd & Eads St"	"Autumn"	14.795008912656	561	"48"	38.853531	-77.053509	8	7	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	9	0	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"23rd & Eads St"	"Spring"	15.0594713656388	908	"48"	38.853531	-77.053509	8	7	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	9	0	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"23rd & Eads St"	"Summer"	18.8277066356228	859	"48"	38.853531	-77.053509	8	7	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	9	0	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"24th & N St NW"	"Autumn"	15.7542499254399	3353	"198"	38.9066	-77.05152	13	2	0	3	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0
"24th & N St NW"	"Winter"	13.1553133514986	1835	"198"	38.9066	-77.05152	13	2	0	3	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0
"24th & N St NW"	"Spring"	17.8520842671448	4462	"198"	38.9066	-77.05152	13	2	0	3	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0
"24th & N St NW"	"Summer"	18.2005682767842	5983	"198"	38.9066	-77.05152	13	2	0	3	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0
"25th St & Pennsylvania Ave NW"	"Autumn"	15.5155870445344	4940	"112"	38.903827	-77.053485	6	7	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	8	1	0	0	0	0	0	4	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	4	0	0
"25th St & Pennsylvania Ave NW"	"Summer"	18.4331558497626	6949	"112"	38.903827	-77.053485	6	7	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	8	1	0	0	0	0	0	4	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	4	0	0
"25th St & Pennsylvania Ave NW"	"Spring"	19.0829330771694	6246	"112"	38.903827	-77.053485	6	7	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	8	1	0	0	0	0	0	4	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	4	0	0
"25th St & Pennsylvania Ave NW"	"Winter"	12.7598522167488	2436	"112"	38.903827	-77.053485	6	7	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	8	1	0	0	0	0	0	4	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	4	0	0
"26th & S Clark St"	"Summer"	12.9251101321586	681	"13"	38.850688	-77.05152	9	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26th & S Clark St"	"Spring"	18.3175182481752	548	"13"	38.850688	-77.05152	9	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26th & S Clark St"	"Autumn"	9.20401337792642	598	"13"	38.850688	-77.05152	9	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26th & S Clark St"	"Winter"	9.96019900497512	201	"13"	38.850688	-77.05152	9	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"27th & Crystal Dr"	"Winter"	9.43427230046948	852	"10"	38.848441	-77.051516	8	11	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	4	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"27th & Crystal Dr"	"Spring"	15.3903803131991	1788	"10"	38.848441	-77.051516	8	11	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	4	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"27th & Crystal Dr"	"Autumn"	15.5666387259011	1193	"10"	38.848441	-77.051516	8	11	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	4	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"27th & Crystal Dr"	"Summer"	14.8554347826087	1840	"10"	38.848441	-77.051516	8	11	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	4	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"28th St S & S Meade St"	"Summer"	26.374749498998	499	"213"	38.846222	-77.069275	11	4	0	1	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	1	0	0	4	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"28th St S & S Meade St"	"Autumn"	17.6095890410959	292	"213"	38.846222	-77.069275	11	4	0	1	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	1	0	0	4	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"28th St S & S Meade St"	"Spring"	31.9132947976879	346	"213"	38.846222	-77.069275	11	4	0	1	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	1	0	0	4	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"28th St S & S Meade St"	"Winter"	22.6785714285714	56	"213"	38.846222	-77.069275	11	4	0	1	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	1	0	0	4	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"3000 Connecticut Ave NW / National Zoo"	"Winter"	18.4587155963303	981	"151"	38.930282	-77.055599	5	9	1	0	0	2	2	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	15	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3000 Connecticut Ave NW / National Zoo"	"Spring"	20.4135220125786	2544	"151"	38.930282	-77.055599	5	9	1	0	0	2	2	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	15	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3000 Connecticut Ave NW / National Zoo"	"Autumn"	17.4458233890215	2095	"151"	38.930282	-77.055599	5	9	1	0	0	2	2	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	15	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3000 Connecticut Ave NW / National Zoo"	"Summer"	18.2297551789077	2655	"151"	38.930282	-77.055599	5	9	1	0	0	2	2	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	15	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"34th St & Minnesota Ave SE"	"Spring"	21.76	25	"238"	38.884085	-76.957461	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"34th St & Minnesota Ave SE"	"Winter"	26.4	5	"238"	38.884085	-76.957461	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"34th St & Minnesota Ave SE"	"Summer"	14.2285714285714	70	"238"	38.884085	-76.957461	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"34th St & Wisconsin Ave NW"	"Winter"	13.7917485265226	1018	"90"	38.916442	-77.0682	3	8	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"34th St & Wisconsin Ave NW"	"Autumn"	16.4186186186186	1665	"90"	38.916442	-77.0682	3	8	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"34th St & Wisconsin Ave NW"	"Spring"	19.0386007237636	2487	"90"	38.916442	-77.0682	3	8	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"34th St & Wisconsin Ave NW"	"Summer"	18.2413194444444	2304	"90"	38.916442	-77.0682	3	8	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"36th & Calvert St NW / Glover Park"	"Spring"	21.6050884955752	1808	"116"	38.922581	-77.070334	2	13	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
